machine,app,ranks,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_INS,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L2_LDM,PAPI_L2_STM,EPT,FP_ARITH:SCALAR_SINGLE,FP_ARITH:SCALAR_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,PAPI_MEM_WCY,duration
quartz,laghos,1,286166000000.0,1362660000000.0,489028000000.0,3905230000000.0,19866000000.0,13894000000.0,1700000000.0,1720000000.0,0.0,249901207.0,1429720000000.0,750419000000.0,37771.0,2210881.0,110876000000.0,13.1833
quartz,laghos,1,,,,,22928000000.0,15918000000.0,2164000000.0,1942000000.0,0.0,,,,37771.0,2216434.0,127034000000.0,13.7333
quartz,laghos,1,,,,,22854000000.0,15880000000.0,2046000000.0,1938000000.0,0.0,286900777.0,1634960000000.0,857619000000.0,37771.0,2216432.0,126370000000.0,13.9333
quartz,laghos,1,270000000.0,370000000.0,106000000.0,1272000000.0,2000000.0,0.0,0.0,0.0,0.0,175215.0,161233229.0,116009903.0,37771.0,2173738.0,12000000.0,0.0333
quartz,laghos,1,270000000.0,368000000.0,106000000.0,1272000000.0,4000000.0,0.0,0.0,0.0,0.0,174251.0,160404192.0,116615484.0,37771.0,2173739.0,14000000.0,0.0166
quartz,laghos,1,314000000.0,430000000.0,124000000.0,1482000000.0,4000000.0,0.0,0.0,0.0,0.0,203407.0,189095070.0,136410165.0,37771.0,2174048.0,14000000.0,0.05
quartz,laghos,1,314000000.0,430000000.0,124000000.0,1482000000.0,4000000.0,0.0,0.0,0.0,0.0,204461.0,189000920.0,136132143.0,37771.0,2174046.0,14000000.0,0.0333
quartz,laghos,1,360000000.0,492000000.0,142000000.0,1692000000.0,4000000.0,0.0,0.0,0.0,0.0,232186.0,215808727.0,155734796.0,37771.0,2174351.0,18000000.0,0.0333
quartz,laghos,1,360000000.0,492000000.0,142000000.0,1692000000.0,4000000.0,0.0,0.0,0.0,0.0,231261.0,213268610.0,154300642.0,37771.0,2174351.0,16000000.0,0.05
quartz,laghos,1,404000000.0,552000000.0,158000000.0,1902000000.0,6000000.0,0.0,0.0,0.0,0.0,261358.0,240836523.0,174050489.0,37771.0,2174657.0,20000000.0,0.0333
